Date,Price,Open,High,Low,Volume,Chg%
3/10/2022,53183,52680,53439,52410,33010,0.87
3/11/2022,52828,53001,53148,52227,34030,-0.67
3/14/2022,52238,52613,52750,52061,22340,-1.12
3/15/2022,51522,51900,52009,51202,25680,-1.37
3/16/2022,51105,51400,51476,51000,16210,-0.81
3/17/2022,51597,51400,51750,51318,14700,0.96
3/18/2022,51383,51550,51670,51296,7070,-0.41
3/21/2022,51546,51390,51722,51283,11700,0.32
3/22/2022,51219,51595,51842,50980,16200,-0.63
3/23/2022,51580,51238,51620,51103,11740,0.7
3/24/2022,51841,51666,51922,51504,17160,0.51
3/25/2022,51687,51924,51924,51542,10900,-0.3
3/28/2022,51442,51602,51747,51257,13950,-0.47
3/29/2022,50730,51292,51296,50340,17870,-1.38
3/30/2022,51042,50930,51343,50735,5640,0.62
3/31/2022,51633,51100,51788,50906,430,1.16
4/1/2022,51264,51531,51605,51200,200,-0.71
4/4/2022,51229,51209,51306,50950,190,-0.07
4/5/2022,51240,51300,52200,51127,14280,0.02
4/6/2022,51433,51339,51645,51158,13160,0.38
4/7/2022,51681,51450,51760,51398,9940,0.48
4/8/2022,51854,51622,51969,51515,12000,0.33
4/11/2022,51985,51999,52521,51840,15750,0.25
4/12/2022,52656,52100,52764,52100,15370,1.29
4/13/2022,52871,52619,52925,52580,9290,0.41
4/14/2022,52793,52805,52911,52400,7840,-0.15
4/18/2022,53104,52950,53478,52950,13890,0.59
4/19/2022,52603,53000,53259,52507,15290,-0.94
4/20/2022,52499,52511,52545,52183,12710,-0.2
4/21/2022,52356,52498,52498,52101,12110,-0.27
4/22/2022,52250,52349,52630,52102,15490,-0.2
4/25/2022,51462,52125,52125,51380,13730,-1.51
4/26/2022,51655,51528,51800,51473,9140,0.38
4/27/2022,51357,51693,51693,51223,9730,-0.58
4/28/2022,51450,51224,51450,51001,9190,0.18
4/29/2022,51809,51600,51987,51553,1990,0.7
5/2/2022,50831,51201,51920,50575,690,-1.89
5/3/2022,51022,52300,52300,50660,80,0.38
5/4/2022,50836,50882,50970,50804,30,-0.36
5/5/2022,51653,51699,51900,51240,10,1.61
5/6/2022,51381,50953,51543,50953,14580,-0.53
5/9/2022,51026,51395,51416,50975,12930,-0.69
5/10/2022,50662,51052,51150,50584,13110,-0.71
5/11/2022,50862,50575,50920,50365,14930,0.39
5/12/2022,50249,50877,51057,50200,14270,-1.21
5/13/2022,49944,50300,50302,49747,12480,-0.61
5/16/2022,50291,50095,50338,49660,12980,0.69
5/17/2022,50237,50398,50550,50191,11210,-0.11
5/18/2022,50235,50159,50395,49910,13460,0
5/19/2022,50579,50344,50780,50085,15310,0.68
5/20/2022,50842,50551,50886,50514,11760,0.52
5/23/2022,50934,50854,51165,50827,10010,0.18
5/24/2022,51146,50875,51239,50875,9990,0.42
5/25/2022,50815,51100,51143,50700,10610,-0.65
5/26/2022,50858,50800,50918,50615,7050,0.08
5/27/2022,50961,50950,51108,50863,10050,0.2
5/30/2022,50908,51097,51115,50835,3000,-0.1
5/31/2022,50924,50880,51280,50755,340,0.03
6/1/2022,50504,50650,50849,50317,150,-0.82
6/2/2022,51078,50900,51296,50900,10,1.14
6/3/2022,51287,52030,52030,51030,40,0.41
6/6/2022,50871,51087,51120,50820,7550,-0.81
6/7/2022,50929,50822,51030,50680,9200,0.11
6/8/2022,51036,50865,51103,50835,7540,0.21
6/9/2022,50971,51047,51095,50805,8080,-0.13
6/10/2022,51650,50893,51725,50460,23680,1.33
6/13/2022,50682,51457,51633,50600,19290,-1.87
6/14/2022,50251,50630,50680,50200,10820,-0.85
6/15/2022,50433,50398,50830,50272,14220,0.36
6/16/2022,50945,50775,51040,50317,16960,1.02
6/17/2022,50824,50889,51130,50800,10680,-0.24
6/20/2022,50748,50847,50933,50711,5740,-0.15
6/21/2022,50775,50850,50945,50685,7270,0.05
6/22/2022,50898,50738,51098,50541,14350,0.24
6/23/2022,50608,50808,51007,50575,12730,-0.57
6/24/2022,50614,50580,50715,50442,8270,0.01
6/27/2022,50681,50753,50945,50608,7910,0.13
6/28/2022,50824,50770,50930,50728,7010,0.28
6/29/2022,50836,50790,51171,50740,2870,0.02
6/30/2022,50719,50850,51038,50590,430,-0.23
7/1/2022,51961,51700,53675,51188,150,2.45
7/4/2022,51808,52597,52597,51421,130,-0.29
7/5/2022,51370,52766,52766,51370,19700,-0.85
7/6/2022,50581,51448,51595,50515,18620,-1.54
7/7/2022,50691,50741,50909,50607,9490,0.22
7/8/2022,50840,50710,51018,50457,12500,0.29
7/11/2022,50745,50730,50898,50679,7130,-0.19
7/12/2022,50547,50755,50825,50517,10230,-0.39
7/13/2022,50880,50550,50977,50240,16590,0.66
7/14/2022,50340,50730,50781,50169,16020,-1.06
7/15/2022,50185,50305,50387,50051,11800,-0.31
7/18/2022,50434,50424,50669,50390,11420,0.5
7/19/2022,50403,50419,50540,50318,7050,-0.06
7/20/2022,50309,50386,50530,50280,7830,-0.19
7/21/2022,50427,50255,50527,49770,18510,0.23
7/22/2022,50720,50420,50912,50380,11080,0.58
7/25/2022,50567,50735,50826,50475,8690,-0.3
7/26/2022,50612,50580,50735,50501,6640,0.09
7/27/2022,50722,50589,50760,50525,6960,0.22
7/28/2022,51274,50900,51345,50876,9830,1.09
7/29/2022,51365,51443,51467,51166,5680,0.18
8/1/2022,51260,51899,51899,51023,1350,-0.2
8/2/2022,51274,51438,51527,51100,230,0.03
8/3/2022,51225,51250,51375,51137,70,-0.1
8/4/2022,51802,51713,51903,51713,10,1.13
8/5/2022,51820,51935,51965,51525,11080,0.03
